Date,Day,Is_Weekend,Is_Holiday,Area_Name,Latitude,Longitude,Time,Traffic_Volume,Avg_Speed_kmph,Traffic_Score,Congestion_Level,Weather,Accident,Road_Work,Event_Name,Event_Impact_Level,Holiday_Traffic_Score,Final_Congestion_Score
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,01:00,292,44,50.2,Medium,Cloudy,Yes,No,Cricket Match,High,50.2,50.2
29-01-2025,Wednesday,No,No,Chinchwad,18.6298,73.7997,22:00,157,45,50,Medium,Cloudy,No,No,Cricket Match,High,50,50
29-01-2025,Wednesday,No,No,Hadapsar,18.5089,73.926,07:00,208,40,50,Medium,Clear,Yes,Yes,Cricket Match,High,50,50
29-01-2025,Wednesday,No,No,Pashan,18.54,73.79,07:00,160,40,50,Medium,Fog,No,Yes,Local Fair,Low,50,50
29-01-2025,Wednesday,No,No,Bibwewadi,18.47,73.876,21:00,142,46,49.8,Medium,Fog,No,No,Pune Festival,High,49.8,49.8
29-01-2025,Wednesday,No,No,Karve Nagar,18.494,73.82,02:00,96,41,49.8,Medium,Fog,No,Yes,Local Fair,Low,49.8,49.8
29-01-2025,Wednesday,No,No,Warje,18.485,73.805,22:00,276,46,49.8,Medium,Clear,No,No,Pune Festival,High,49.8,49.8
29-01-2025,Wednesday,No,No,Yerwada,18.55,73.89,08:00,282,41,49.8,Medium,Clear,No,No,Local Fair,Low,49.8,49.8
29-01-2025,Wednesday,No,No,Bavdhan,18.515,73.78,00:00,105,38,49.4,Medium,Rain,Yes,Yes,Cricket Match,High,49.4,49.4
29-01-2025,Wednesday,No,No,Hinjewadi,18.5933,73.7388,03:00,341,38,49.4,Medium,Fog,No,Yes,College Fest,Medium,49.4,49.4
29-01-2025,Wednesday,No,No,Pimpri,18.628,73.7997,07:00,238,44,49.2,Medium,Fog,No,No,Pune Festival,High,49.2,49.2
29-01-2025,Wednesday,No,No,Bavdhan,18.515,73.78,15:00,166,40,49,Medium,Cloudy,Yes,Yes,Local Fair,Low,49,49
29-01-2025,Wednesday,No,No,Hinjewadi,18.5933,73.7388,02:00,170,40,49,Medium,Cloudy,No,Yes,Cricket Match,High,49,49
29-01-2025,Wednesday,No,No,Aundh,18.5603,73.8074,21:00,118,41,48.8,Medium,Rain,No,No,Local Fair,Low,48.8,48.8
29-01-2025,Wednesday,No,No,Chinchwad,18.6298,73.7997,13:00,346,47,48.6,Medium,Rain,Yes,No,College Fest,Medium,48.6,48.6
29-01-2025,Wednesday,No,No,Hadapsar,18.5089,73.926,00:00,336,42,48.6,Medium,Fog,Yes,Yes,Local Fair,Low,48.6,48.6
29-01-2025,Wednesday,No,No,Hadapsar,18.5089,73.926,09:00,295,47,48.6,Medium,Fog,Yes,No,Local Fair,Low,48.6,48.6
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,22:00,180,42,48.6,Medium,Fog,No,Yes,Cricket Match,High,48.6,48.6
29-01-2025,Wednesday,No,No,Swargate,18.5018,73.8636,10:00,204,42,48.6,Medium,Cloudy,No,Yes,Local Fair,Low,48.6,48.6
29-01-2025,Wednesday,No,No,Karve Nagar,18.494,73.82,06:00,308,39,48.2,Medium,Clear,Yes,No,Local Fair,Low,48.2,48.2
29-01-2025,Wednesday,No,No,Pashan,18.54,73.79,17:00,321,44,48.2,Medium,Rain,Yes,Yes,Pune Festival,High,48.2,48.2
29-01-2025,Wednesday,No,No,Swargate,18.5018,73.8636,18:00,105,39,48.2,Medium,Clear,No,Yes,None,None,48.2,48.2
29-01-2025,Wednesday,No,No,Aundh,18.5603,73.8074,20:00,217,40,48,Medium,Clear,No,No,None,None,48,48
29-01-2025,Wednesday,No,No,Bibwewadi,18.47,73.876,07:00,87,40,48,Medium,Rain,Yes,No,None,None,48,48
29-01-2025,Wednesday,No,No,Karve Nagar,18.494,73.82,09:00,159,40,48,Medium,Clear,Yes,No,Local Fair,Low,48,48
29-01-2025,Wednesday,No,No,Aundh,18.5603,73.8074,03:00,266,47,47.6,Medium,Clear,No,Yes,Local Fair,Low,47.6,47.6
29-01-2025,Wednesday,No,No,Warje,18.485,73.805,06:00,331,42,47.6,Medium,Cloudy,Yes,No,Cricket Match,High,47.6,47.6
29-01-2025,Wednesday,No,No,Baner,18.559,73.7868,18:00,313,48,47.4,Medium,Clear,Yes,No,None,None,47.4,47.4
29-01-2025,Wednesday,No,No,Chinchwad,18.6298,73.7997,04:00,99,48,47.4,Medium,Fog,No,No,College Fest,Medium,47.4,47.4
29-01-2025,Wednesday,No,No,Yerwada,18.55,73.89,18:00,314,43,47.4,Medium,Rain,Yes,No,Cricket Match,High,47.4,47.4
29-01-2025,Wednesday,No,No,Hinjewadi,18.5933,73.7388,00:00,268,44,47.2,Medium,Cloudy,Yes,Yes,Cricket Match,High,47.2,47.2
29-01-2025,Wednesday,No,No,Kharadi,18.5511,73.9352,02:00,92,44,47.2,Medium,Rain,No,Yes,Pune Festival,High,47.2,47.2
29-01-2025,Wednesday,No,No,Hinjewadi,18.5933,73.7388,11:00,275,40,47,Medium,Cloudy,Yes,No,Local Fair,Low,47,47
29-01-2025,Wednesday,No,No,Viman Nagar,18.5679,73.9143,14:00,347,45,47,Medium,Clear,Yes,No,Cricket Match,High,47,47
29-01-2025,Wednesday,No,No,Warje,18.485,73.805,18:00,202,45,47,Medium,Rain,No,Yes,College Fest,Medium,47,47
29-01-2025,Wednesday,No,No,Aundh,18.5603,73.8074,23:00,94,46,46.8,Medium,Rain,No,Yes,College Fest,Medium,46.8,46.8
29-01-2025,Wednesday,No,No,Hadapsar,18.5089,73.926,13:00,327,42,46.6,Medium,Rain,Yes,Yes,Pune Festival,High,46.6,46.6
29-01-2025,Wednesday,No,No,Kothrud,18.5074,73.8077,11:00,314,42,46.6,Medium,Clear,No,Yes,None,None,46.6,46.6
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,05:00,224,42,46.6,Medium,Rain,No,Yes,Local Fair,Low,46.6,46.6
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,17:00,261,47,46.6,Medium,Fog,No,Yes,Pune Festival,High,46.6,46.6
29-01-2025,Wednesday,No,No,Aundh,18.5603,73.8074,04:00,342,48,46.4,Medium,Fog,No,Yes,Pune Festival,High,46.4,46.4
29-01-2025,Wednesday,No,No,Karve Nagar,18.494,73.82,16:00,280,48,46.4,Medium,Cloudy,No,Yes,Local Fair,Low,46.4,46.4
29-01-2025,Wednesday,No,No,Pimpri,18.628,73.7997,13:00,117,48,46.4,Medium,Fog,No,Yes,Pune Festival,High,46.4,46.4
29-01-2025,Wednesday,No,No,Hinjewadi,18.5933,73.7388,19:00,182,44,46.2,Medium,Fog,No,Yes,None,None,46.2,46.2
29-01-2025,Wednesday,No,No,Pimpri,18.628,73.7997,04:00,217,49,46.2,Medium,Cloudy,Yes,No,Local Fair,Low,46.2,46.2
29-01-2025,Wednesday,No,No,Yerwada,18.55,73.89,05:00,163,45,46,Medium,Cloudy,No,Yes,Pune Festival,High,46,46
29-01-2025,Wednesday,No,No,Hinjewadi,18.5933,73.7388,17:00,345,46,45.8,Medium,Clear,Yes,Yes,Cricket Match,High,45.8,45.8
29-01-2025,Wednesday,No,No,Bibwewadi,18.47,73.876,22:00,186,42,45.6,Medium,Clear,No,Yes,Pune Festival,High,45.6,45.6
29-01-2025,Wednesday,No,No,Kothrud,18.5074,73.8077,01:00,270,47,45.6,Medium,Rain,No,Yes,Cricket Match,High,45.6,45.6
29-01-2025,Wednesday,No,No,Warje,18.485,73.805,10:00,204,42,45.6,Medium,Clear,No,Yes,Pune Festival,High,45.6,45.6
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,15:00,340,48,45.4,Medium,Cloudy,No,Yes,College Fest,Medium,45.4,45.4
29-01-2025,Wednesday,No,No,Baner,18.559,73.7868,11:00,172,44,45.2,Medium,Rain,No,Yes,None,None,45.2,45.2
29-01-2025,Wednesday,No,No,Pimpri,18.628,73.7997,11:00,125,44,45.2,Medium,Clear,No,No,Local Fair,Low,45.2,45.2
29-01-2025,Wednesday,No,No,Swargate,18.5018,73.8636,22:00,290,49,45.2,Medium,Clear,Yes,Yes,Cricket Match,High,45.2,45.2
29-01-2025,Wednesday,No,No,Warje,18.485,73.805,09:00,268,44,45.2,Medium,Cloudy,No,No,Cricket Match,High,45.2,45.2
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,21:00,107,45,45,Medium,Rain,Yes,Yes,College Fest,Medium,45,45
29-01-2025,Wednesday,No,No,Swargate,18.5018,73.8636,09:00,203,45,45,Medium,Cloudy,No,Yes,Local Fair,Low,45,45
29-01-2025,Wednesday,No,No,Wakad,18.568,73.912,22:00,272,45,45,Medium,Cloudy,Yes,Yes,None,None,45,45
29-01-2025,Wednesday,No,No,Aundh,18.5603,73.8074,17:00,189,46,44.8,Medium,Fog,Yes,Yes,Local Fair,Low,44.8,44.8
29-01-2025,Wednesday,No,No,Bavdhan,18.515,73.78,13:00,145,46,44.8,Medium,Clear,Yes,Yes,Cricket Match,High,44.8,44.8
29-01-2025,Wednesday,No,No,Pimpri,18.628,73.7997,22:00,121,46,44.8,Medium,Fog,No,No,None,None,44.8,44.8
29-01-2025,Wednesday,No,No,Aundh,18.5603,73.8074,06:00,250,47,44.6,Medium,Fog,No,Yes,None,None,44.6,44.6
29-01-2025,Wednesday,No,No,Bavdhan,18.515,73.78,09:00,290,42,44.6,Medium,Rain,No,Yes,Local Fair,Low,44.6,44.6
29-01-2025,Wednesday,No,No,Katraj,18.455,73.867,20:00,296,42,44.6,Medium,Clear,No,Yes,College Fest,Medium,44.6,44.6
29-01-2025,Wednesday,No,No,Viman Nagar,18.5679,73.9143,01:00,305,42,44.6,Medium,Clear,No,Yes,College Fest,Medium,44.6,44.6
29-01-2025,Wednesday,No,No,Shivaji Nagar,18.53,73.84,10:00,95,48,44.4,Medium,Cloudy,No,Yes,Local Fair,Low,44.4,44.4
29-01-2025,Wednesday,No,No,Shivaji Nagar,18.53,73.84,20:00,205,48,44.4,Medium,Fog,Yes,No,Pune Festival,High,44.4,44.4
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,11:00,258,49,44.2,Medium,Clear,No,No,Pune Festival,High,44.2,44.2
29-01-2025,Wednesday,No,No,Warje,18.485,73.805,17:00,295,51,43.8,Medium,Cloudy,Yes,Yes,Cricket Match,High,43.8,43.8
29-01-2025,Wednesday,No,No,Katraj,18.455,73.867,16:00,191,47,43.6,Medium,Clear,Yes,No,Pune Festival,High,43.6,43.6
29-01-2025,Wednesday,No,No,Pimpri,18.628,73.7997,14:00,141,43,43.4,Medium,Fog,No,Yes,Cricket Match,High,43.4,43.4
29-01-2025,Wednesday,No,No,Bavdhan,18.515,73.78,18:00,116,49,43.2,Medium,Clear,No,No,None,None,43.2,43.2
29-01-2025,Wednesday,No,No,Baner,18.559,73.7868,02:00,311,45,43,Medium,Fog,Yes,Yes,Pune Festival,High,43,43
29-01-2025,Wednesday,No,No,Baner,18.559,73.7868,15:00,326,51,42.8,Medium,Cloudy,No,No,Pune Festival,High,42.8,42.8
29-01-2025,Wednesday,No,No,Kothrud,18.5074,73.8077,18:00,194,51,42.8,Medium,Fog,Yes,No,Cricket Match,High,42.8,42.8
29-01-2025,Wednesday,No,No,Wakad,18.568,73.912,17:00,253,46,42.8,Medium,Clear,No,Yes,Pune Festival,High,42.8,42.8
29-01-2025,Wednesday,No,No,Bavdhan,18.515,73.78,20:00,154,47,42.6,Medium,Fog,Yes,Yes,College Fest,Medium,42.6,42.6
29-01-2025,Wednesday,No,No,Katraj,18.455,73.867,22:00,345,52,42.6,Medium,Rain,Yes,No,Pune Festival,High,42.6,42.6
29-01-2025,Wednesday,No,No,Shivaji Nagar,18.53,73.84,22:00,257,47,42.6,Medium,Rain,No,Yes,Cricket Match,High,42.6,42.6
29-01-2025,Wednesday,No,No,Chinchwad,18.6298,73.7997,23:00,190,48,42.4,Medium,Rain,No,Yes,College Fest,Medium,42.4,42.4
29-01-2025,Wednesday,No,No,Bibwewadi,18.47,73.876,19:00,213,44,42.2,Medium,Fog,No,Yes,Cricket Match,High,42.2,42.2
29-01-2025,Wednesday,No,No,Chinchwad,18.6298,73.7997,15:00,133,49,42.2,Medium,Cloudy,No,Yes,Local Fair,Low,42.2,42.2
29-01-2025,Wednesday,No,No,Shivaji Nagar,18.53,73.84,23:00,81,49,42.2,Medium,Clear,Yes,Yes,Pune Festival,High,42.2,42.2
29-01-2025,Wednesday,No,No,Chinchwad,18.6298,73.7997,03:00,292,50,42,Medium,Fog,Yes,No,Pune Festival,High,42,42
29-01-2025,Wednesday,No,No,Karve Nagar,18.494,73.82,01:00,341,50,42,Medium,Cloudy,No,Yes,Local Fair,Low,42,42
29-01-2025,Wednesday,No,No,Kharadi,18.5511,73.9352,04:00,343,50,42,Medium,Fog,Yes,No,Local Fair,Low,42,42
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,16:00,137,50,42,Medium,Cloudy,No,No,Pune Festival,High,42,42
29-01-2025,Wednesday,No,No,Shivaji Nagar,18.53,73.84,16:00,291,45,42,Medium,Rain,Yes,No,Local Fair,Low,42,42
29-01-2025,Wednesday,No,No,Shivaji Nagar,18.53,73.84,15:00,165,51,41.8,Medium,Clear,Yes,Yes,Local Fair,Low,41.8,41.8
29-01-2025,Wednesday,No,No,Viman Nagar,18.5679,73.9143,18:00,193,51,41.8,Medium,Fog,Yes,Yes,College Fest,Medium,41.8,41.8
29-01-2025,Wednesday,No,No,Baner,18.559,73.7868,05:00,160,52,41.6,Medium,Rain,No,No,None,None,41.6,41.6
29-01-2025,Wednesday,No,No,Aundh,18.5603,73.8074,19:00,127,48,41.4,Medium,Cloudy,Yes,Yes,None,None,41.4,41.4
29-01-2025,Wednesday,No,No,Bavdhan,18.515,73.78,21:00,341,48,41.4,Medium,Rain,No,Yes,Cricket Match,High,41.4,41.4
29-01-2025,Wednesday,No,No,Chinchwad,18.6298,73.7997,02:00,146,49,41.2,Medium,Rain,Yes,No,College Fest,Medium,41.2,41.2
29-01-2025,Wednesday,No,No,Bibwewadi,18.47,73.876,09:00,311,45,41,Medium,Rain,No,No,None,None,41,41
29-01-2025,Wednesday,No,No,Warje,18.485,73.805,03:00,133,50,41,Medium,Fog,Yes,No,None,None,41,41
29-01-2025,Wednesday,No,No,Bibwewadi,18.47,73.876,06:00,244,47,40.6,Medium,Fog,No,No,None,None,40.6,40.6
29-01-2025,Wednesday,No,No,Karve Nagar,18.494,73.82,04:00,293,52,40.6,Medium,Clear,Yes,No,Local Fair,Low,40.6,40.6
29-01-2025,Wednesday,No,No,Wakad,18.568,73.912,18:00,108,48,40.4,Medium,Rain,No,Yes,Pune Festival,High,40.4,40.4
29-01-2025,Wednesday,No,No,Kharadi,18.5511,73.9352,21:00,141,49,40.2,Medium,Cloudy,No,No,Pune Festival,High,40.2,40.2
29-01-2025,Wednesday,No,No,Kothrud,18.5074,73.8077,15:00,264,54,40.2,Medium,Rain,Yes,Yes,College Fest,Medium,40.2,40.2
29-01-2025,Wednesday,No,No,Kothrud,18.5074,73.8077,16:00,101,54,40.2,Medium,Fog,No,No,Local Fair,Low,40.2,40.2
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,09:00,210,54,40.2,Medium,Cloudy,Yes,No,Cricket Match,High,40.2,40.2
29-01-2025,Wednesday,No,No,Shivaji Nagar,18.53,73.84,09:00,201,49,40.2,Medium,Fog,No,Yes,Cricket Match,High,40.2,40.2
29-01-2025,Wednesday,No,No,Bavdhan,18.515,73.78,04:00,306,51,39.8,Low,Cloudy,No,No,Cricket Match,High,39.8,39.8
29-01-2025,Wednesday,No,No,Bibwewadi,18.47,73.876,15:00,85,51,39.8,Low,Fog,No,No,College Fest,Medium,39.8,39.8
29-01-2025,Wednesday,No,No,Karve Nagar,18.494,73.82,19:00,236,46,39.8,Low,Rain,Yes,Yes,College Fest,Medium,39.8,39.8
29-01-2025,Wednesday,No,No,Wakad,18.568,73.912,08:00,226,46,39.8,Low,Cloudy,No,No,Local Fair,Low,39.8,39.8
29-01-2025,Wednesday,No,No,Wakad,18.568,73.912,19:00,128,51,39.8,Low,Clear,Yes,Yes,Pune Festival,High,39.8,39.8
29-01-2025,Wednesday,No,No,Bavdhan,18.515,73.78,03:00,91,47,39.6,Low,Cloudy,No,No,None,None,39.6,39.6
29-01-2025,Wednesday,No,No,Kharadi,18.5511,73.9352,09:00,331,47,39.6,Low,Cloudy,No,No,College Fest,Medium,39.6,39.6
29-01-2025,Wednesday,No,No,Pimpri,18.628,73.7997,02:00,175,47,39.6,Low,Fog,No,Yes,College Fest,Medium,39.6,39.6
29-01-2025,Wednesday,No,No,Shivaji Nagar,18.53,73.84,21:00,103,47,39.6,Low,Fog,No,Yes,Local Fair,Low,39.6,39.6
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,00:00,313,48,39.4,Low,Cloudy,Yes,Yes,Local Fair,Low,39.4,39.4
29-01-2025,Wednesday,No,No,Hadapsar,18.5089,73.926,18:00,294,54,39.2,Low,Fog,No,No,None,None,39.2,39.2
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,02:00,323,55,39,Low,Clear,No,No,Pune Festival,High,39,39
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,08:00,211,55,39,Low,Rain,No,Yes,Pune Festival,High,39,39
29-01-2025,Wednesday,No,No,Pashan,18.54,73.79,18:00,184,50,39,Low,Fog,Yes,Yes,Pune Festival,High,39,39
29-01-2025,Wednesday,No,No,Warje,18.485,73.805,23:00,145,50,39,Low,Clear,Yes,No,Pune Festival,High,39,39
29-01-2025,Wednesday,No,No,Aundh,18.5603,73.8074,10:00,179,51,38.8,Low,Rain,No,No,College Fest,Medium,38.8,38.8
29-01-2025,Wednesday,No,No,Katraj,18.455,73.867,10:00,147,51,38.8,Low,Clear,No,No,None,None,38.8,38.8
29-01-2025,Wednesday,No,No,Aundh,18.5603,73.8074,01:00,156,47,38.6,Low,Cloudy,No,Yes,Cricket Match,High,38.6,38.6
29-01-2025,Wednesday,No,No,Bavdhan,18.515,73.78,08:00,272,52,38.6,Low,Clear,Yes,Yes,Local Fair,Low,38.6,38.6
29-01-2025,Wednesday,No,No,Bibwewadi,18.47,73.876,11:00,96,47,38.6,Low,Rain,Yes,Yes,Pune Festival,High,38.6,38.6
29-01-2025,Wednesday,No,No,Hinjewadi,18.5933,73.7388,20:00,202,52,38.6,Low,Clear,No,No,Pune Festival,High,38.6,38.6
29-01-2025,Wednesday,No,No,Kharadi,18.5511,73.9352,01:00,288,47,38.6,Low,Cloudy,No,No,College Fest,Medium,38.6,38.6
29-01-2025,Wednesday,No,No,Karve Nagar,18.494,73.82,10:00,218,48,38.4,Low,Rain,Yes,No,College Fest,Medium,38.4,38.4
29-01-2025,Wednesday,No,No,Pashan,18.54,73.79,10:00,90,53,38.4,Low,Rain,Yes,No,Local Fair,Low,38.4,38.4
29-01-2025,Wednesday,No,No,Kothrud,18.5074,73.8077,00:00,136,49,38.2,Low,Cloudy,No,Yes,Pune Festival,High,38.2,38.2
29-01-2025,Wednesday,No,No,Pashan,18.54,73.79,21:00,180,50,38,Low,Fog,Yes,Yes,Pune Festival,High,38,38
29-01-2025,Wednesday,No,No,Swargate,18.5018,73.8636,03:00,317,55,38,Low,Clear,Yes,Yes,Local Fair,Low,38,38
29-01-2025,Wednesday,No,No,Bibwewadi,18.47,73.876,04:00,86,54,37.2,Low,Fog,No,Yes,None,None,37.2,37.2
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,14:00,114,54,37.2,Low,Rain,Yes,Yes,Pune Festival,High,37.2,37.2
29-01-2025,Wednesday,No,No,Viman Nagar,18.5679,73.9143,04:00,192,49,37.2,Low,Fog,Yes,Yes,Local Fair,Low,37.2,37.2
29-01-2025,Wednesday,No,No,Viman Nagar,18.5679,73.9143,03:00,253,50,37,Low,Rain,No,No,Local Fair,Low,37,37
29-01-2025,Wednesday,No,No,Katraj,18.455,73.867,09:00,191,51,36.8,Low,Clear,Yes,Yes,None,None,36.8,36.8
29-01-2025,Wednesday,No,No,Hadapsar,18.5089,73.926,05:00,98,53,36.4,Low,Rain,Yes,No,Local Fair,Low,36.4,36.4
29-01-2025,Wednesday,No,No,Kothrud,18.5074,73.8077,20:00,325,53,36.4,Low,Rain,Yes,No,Cricket Match,High,36.4,36.4
29-01-2025,Wednesday,No,No,Kothrud,18.5074,73.8077,12:00,107,49,36.2,Low,Rain,Yes,No,Pune Festival,High,36.2,36.2
29-01-2025,Wednesday,No,No,Karve Nagar,18.494,73.82,23:00,210,55,36,Low,Clear,No,No,None,None,36,36
29-01-2025,Wednesday,No,No,Chinchwad,18.6298,73.7997,19:00,212,51,35.8,Low,Fog,No,Yes,Pune Festival,High,35.8,35.8
29-01-2025,Wednesday,No,No,Warje,18.485,73.805,04:00,93,53,35.4,Low,Fog,Yes,No,Local Fair,Low,35.4,35.4
29-01-2025,Wednesday,No,No,Hadapsar,18.5089,73.926,06:00,332,54,35.2,Low,Cloudy,Yes,Yes,None,None,35.2,35.2
29-01-2025,Wednesday,No,No,Shivaji Nagar,18.53,73.84,08:00,332,55,35,Low,Rain,Yes,Yes,Local Fair,Low,35,35
29-01-2025,Wednesday,No,No,Pashan,18.54,73.79,23:00,124,51,34.8,Low,Fog,No,Yes,None,None,34.8,34.8
29-01-2025,Wednesday,No,No,Yerwada,18.55,73.89,17:00,198,51,34.8,Low,Rain,Yes,Yes,Cricket Match,High,34.8,34.8
29-01-2025,Wednesday,No,No,Shivaji Nagar,18.53,73.84,05:00,274,52,34.6,Low,Clear,Yes,No,Pune Festival,High,34.6,34.6
29-01-2025,Wednesday,No,No,Viman Nagar,18.5679,73.9143,10:00,108,52,34.6,Low,Fog,Yes,Yes,Pune Festival,High,34.6,34.6
29-01-2025,Wednesday,No,No,Katraj,18.455,73.867,11:00,253,53,34.4,Low,Rain,No,No,Cricket Match,High,34.4,34.4
29-01-2025,Wednesday,No,No,Nigdi,18.65,73.77,23:00,227,53,34.4,Low,Cloudy,Yes,Yes,College Fest,Medium,34.4,34.4
29-01-2025,Wednesday,No,No,Hinjewadi,18.5933,73.7388,10:00,335,54,34.2,Low,Rain,Yes,Yes,Pune Festival,High,34.2,34.2
29-01-2025,Wednesday,No,No,Wakad,18.568,73.912,23:00,315,54,34.2,Low,Cloudy,Yes,Yes,Pune Festival,High,34.2,34.2
29-01-2025,Wednesday,No,No,Yerwada,18.55,73.89,15:00,216,55,34,Low,Rain,Yes,No,Pune Festival,High,34,34
29-01-2025,Wednesday,No,No,Kharadi,18.5511,73.9352,07:00,165,52,33.6,Low,Rain,No,Yes,Cricket Match,High,33.6,33.6
29-01-2025,Wednesday,No,No,Chinchwad,18.6298,73.7997,05:00,192,54,33.2,Low,Fog,No,Yes,None,None,33.2,33.2
29-01-2025,Wednesday,No,No,Chinchwad,18.6298,73.7997,01:00,190,54,31.2,Low,Clear,Yes,No,Local Fair,Low,31.2,31.2
29-01-2025,Wednesday,No,No,Chinchwad,18.6298,73.7997,16:00,127,55,31,Low,Cloudy,Yes,Yes,None,None,31,31
29-01-2025,Wednesday,No,No,Wakad,18.568,73.912,21:00,242,55,31,Low,Rain,No,Yes,Pune Festival,High,31,31
29-01-2025,Wednesday,No,No,Wakad,18.568,73.912,07:00,281,54,30.2,Low,Clear,No,No,None,None,30.2,30.2
29-01-2025,Wednesday,No,No,Karve Nagar,18.494,73.82,18:00,229,55,30,Low,Clear,Yes,No,None,None,30,30
30-01-2025,Thursday,No,No,Hinjewadi,18.5933,73.7388,01:00,204,15,87,Severe,Cloudy,No,No,Cricket Match,High,87,87
30-01-2025,Thursday,No,No,Kothrud,18.5074,73.8077,10:00,158,15,87,Severe,Cloudy,Yes,No,Pune Festival,High,87,87
30-01-2025,Thursday,No,No,Pimpri,18.628,73.7997,06:00,226,15,87,Severe,Cloudy,No,Yes,Cricket Match,High,87,87
30-01-2025,Thursday,No,No,Pimpri,18.628,73.7997,22:00,256,15,87,Severe,Cloudy,No,No,Local Fair,Low,87,87
30-01-2025,Thursday,No,No,Karve Nagar,18.494,73.82,10:00,174,15,86,Severe,Clear,Yes,No,College Fest,Medium,86,86
30-01-2025,Thursday,No,No,Baner,18.559,73.7868,20:00,280,16,85.8,Severe,Cloudy,No,Yes,None,None,85.8,85.8
30-01-2025,Thursday,No,No,Shivaji Nagar,18.53,73.84,00:00,316,16,85.8,Severe,Cloudy,No,No,Local Fair,Low,85.8,85.8
30-01-2025,Thursday,No,No,Baner,18.559,73.7868,22:00,268,15,85,Severe,Cloudy,Yes,No,Pune Festival,High,85,85
30-01-2025,Thursday,No,No,Warje,18.485,73.805,08:00,298,15,85,Severe,Clear,Yes,Yes,College Fest,Medium,85,85
30-01-2025,Thursday,No,No,Kharadi,18.5511,73.9352,21:00,191,15,84,Severe,Fog,Yes,No,None,None,84,84
30-01-2025,Thursday,No,No,Swargate,18.5018,73.8636,04:00,286,15,84,Severe,Fog,No,Yes,None,None,84,84
30-01-2025,Thursday,No,No,Baner,18.559,73.7868,21:00,220,16,83.8,Severe,Cloudy,Yes,No,Pune Festival,High,83.8,83.8
30-01-2025,Thursday,No,No,Hinjewadi,18.5933,73.7388,03:00,80,17,83.6,Severe,Cloudy,Yes,No,Pune Festival,High,83.6,83.6
30-01-2025,Thursday,No,No,Kharadi,18.5511,73.9352,09:00,341,18,83.4,Severe,Clear,Yes,Yes,Pune Festival,High,83.4,83.4
30-01-2025,Thursday,No,No,Kothrud,18.5074,73.8077,14:00,321,18,83.4,Severe,Clear,Yes,No,Local Fair,Low,83.4,83.4
30-01-2025,Thursday,No,No,Aundh,18.5603,73.8074,13:00,236,15,83,Severe,Rain,Yes,Yes,Pune Festival,High,83,83
30-01-2025,Thursday,No,No,Viman Nagar,18.5679,73.9143,06:00,266,15,83,Severe,Clear,No,No,Pune Festival,High,83,83
30-01-2025,Thursday,No,No,Aundh,18.5603,73.8074,09:00,240,16,82.8,Severe,Cloudy,No,No,None,None,82.8,82.8
30-01-2025,Thursday,No,No,Hadapsar,18.5089,73.926,02:00,227,18,82.4,Severe,Cloudy,No,No,None,None,82.4,82.4
30-01-2025,Thursday,No,No,Hinjewadi,18.5933,73.7388,02:00,215,15,82,Severe,Fog,Yes,Yes,Local Fair,Low,82,82
30-01-2025,Thursday,No,No,Kothrud,18.5074,73.8077,08:00,256,15,82,Severe,Fog,Yes,Yes,Cricket Match,High,82,82
30-01-2025,Thursday,No,No,Bibwewadi,18.47,73.876,03:00,182,17,81.6,Severe,Cloudy,Yes,No,None,None,81.6,81.6
30-01-2025,Thursday,No,No,Shivaji Nagar,18.53,73.84,22:00,216,17,81.6,Severe,Cloudy,No,Yes,College Fest,Medium,81.6,81.6
30-01-2025,Thursday,No,No,Baner,18.559,73.7868,11:00,211,18,81.4,Severe,Cloudy,No,Yes,Cricket Match,High,81.4,81.4
30-01-2025,Thursday,No,No,Baner,18.559,73.7868,00:00,94,19,81.2,Severe,Rain,Yes,Yes,None,None,81.2,81.2
30-01-2025,Thursday,No,No,Chinchwad,18.6298,73.7997,13:00,263,19,81.2,Severe,Clear,No,No,Cricket Match,High,81.2,81.2
30-01-2025,Thursday,No,No,Shivaji Nagar,18.53,73.84,15:00,85,19,81.2,Severe,Rain,No,Yes,Pune Festival,High,81.2,81.2
30-01-2025,Thursday,No,No,Baner,18.559,73.7868,05:00,98,20,81,Severe,Rain,Yes,Yes,Local Fair,Low,81,81
30-01-2025,Thursday,No,No,Hinjewadi,18.5933,73.7388,13:00,143,16,80.8,Severe,Clear,Yes,Yes,College Fest,Medium,80.8,80.8
30-01-2025,Thursday,No,No,Wakad,18.568,73.912,18:00,290,17,80.6,Severe,Clear,Yes,No,Cricket Match,High,80.6,80.6
